PrecinctID,PrecinctPop,DemocratP,GreenP,LibertarianP,OtherPartiesP,RepublicanP,UnaffiliatedP
24510015-011,1245,0.854618,0.00240964,0.000803213,0.00722892,0.0313253,0.103614
24510015-012,266,0.857143,0.0037594,0.0037594,0.0075188,0.018797,0.109023
24510015-013,700,0.888571,0.00142857,0.00285714,0.00142857,0.0371429,0.0685714
24510015-014,1248,0.897436,0,0.00320513,0.000801282,0.025641,0.0729167
24510015-015,709,0.888575,0.00423131,0,0.00282087,0.0296192,0.0747532
24510015-016,752,0.87633,0.00132979,0.00132979,0.00132979,0.0305851,0.0890957
24510015-017,1557,0.878613,0.00192678,0.00128452,0.00256904,0.0301863,0.0854207
24510015-018,2669,0.887224,0.00299738,0.000749344,0.00524541,0.0325965,0.0711877
24510015-019,81,0.901235,0,0,0,0.0246914,0.0740741
24510015-020,2219,0.875169,0.000901307,0.00180261,0.00405588,0.032447,0.0856242
24510015-021,985,0.869036,0.00203046,0.00304569,0.00101523,0.0324873,0.0923858
24510015-022,1233,0.862936,0.00162206,0.00243309,0.00405515,0.0364964,0.0924574
24510015-023,1563,0.871401,0.00191939,0.00255918,0.00511836,0.0332694,0.0857326
24510015-024,1713,0.886165,0.00291886,0.000583771,0.00291886,0.0344425,0.0729714
24510015-025,753,0.873838,0.00265604,0,0,0.0345286,0.0889774
24510016-001,762,0.880577,0.00393701,0.00131234,0.00131234,0.0341207,0.0787402
24510016-002,1128,0.866135,0.000886525,0.00177305,0.00177305,0.0452128,0.0842199
24510016-003,780,0.869231,0.00128205,0.00512821,0.0025641,0.0333333,0.0884615
24510016-004,538,0.83829,0,0.00371747,0.00743494,0.0539033,0.0966543
24510016-005,1636,0.871638,0.000611247,0.000611247,0.00611247,0.0385086,0.0825183
24510016-006,1499,0.879253,0.00200133,0.00200133,0.00400267,0.0366911,0.0760507
24510016-007,1320,0.892424,0,0.000757576,0.0030303,0.0287879,0.075
24510016-008,859,0.885914,0.00116414,0,0.00582072,0.0395809,0.0675204
24510016-009,1360,0.855882,0.00220588,0,0.00588235,0.0382353,0.0977941
24510016-010,830,0.873494,0,0.00120482,0.00240964,0.0313253,0.0915663
24510016-011,632,0.873418,0.00158228,0.00158228,0,0.0443038,0.0791139
24510016-012,1584,0.875,0.000631313,0.00378788,0.00820707,0.0366162,0.0757576
24510016-013,1617,0.888683,0.00123686,0.000618429,0.00618429,0.0296846,0.0735931
24510016-014,2783,0.902623,0.00179662,0.00179662,0.00323392,0.0291053,0.0614445
24510017-001,169,0.810651,0.00591716,0,0.00591716,0.0414201,0.136095
24510017-002,2447,0.86228,0.00367797,0.00326931,0.0044953,0.0339191,0.092358
24510018-001,939,0.865815,0.00319489,0,0.00532481,0.0415335,0.0841321
24510018-002,1669,0.760336,0.0101857,0.00479329,0.0077891,0.0623128,0.154584
24510019-001,1180,0.891525,0,0.000847458,0.00508475,0.0254237,0.0771186
24510019-002,1753,0.742727,0.00855676,0.0022818,0.00627496,0.087279,0.152881
24510019-003,172,0.843023,0,0.00581395,0.00581395,0.0348837,0.110465
24510020-001,1421,0.878255,0.00140746,0.00070373,0.00492611,0.0316678,0.0830401
24510020-002,671,0.822653,0,0.00298063,0.00745156,0.052161,0.114754
24510020-003,1669,0.89275,0.00119832,0.00119832,0.00239664,0.0395446,0.0629119
24510020-004,216,0.893519,0,0,0.00462963,0.0416667,0.0601852
24510020-005,962,0.867983,0.0031185,0.002079,0.0010395,0.029106,0.0966736
24510020-006,2903,0.897348,0.00172236,0.00103341,0.00620048,0.0210127,0.0726834
24510020-007,1941,0.865018,0.0010304,0.00257599,0.00412159,0.0412159,0.0860381
24510020-008,623,0.82825,0.00321027,0.00160514,0.00802568,0.0513644,0.107544
24510020-009,602,0.692691,0.00498339,0.00664452,0.00498339,0.114618,0.17608
24510020-010,462,0.74026,0,0.0021645,0.012987,0.116883,0.127706
24510020-011,1393,0.748744,0.00717875,0.00646088,0.00933238,0.0847093,0.143575
24510021-001,844,0.609005,0.00473934,0.00947867,0.00947867,0.116114,0.251185
24510021-002,1445,0.714879,0.00346021,0.00553633,0.00484429,0.0844291,0.186851
24510021-003,1686,0.731317,0.00533808,0.00711744,0.00474496,0.0854093,0.166074
24510021-004,456,0.701754,0,0.00877193,0.00657895,0.111842,0.171053
24510022-001,1004,0.645418,0.00398406,0.00398406,0.0109562,0.158367,0.177291
24510022-002,1409,0.604684,0,0.00567779,0.00567779,0.184528,0.199432
24510023-001,1338,0.53139,0.00224215,0.0104634,0.00373692,0.230942,0.221226
24510023-002,1096,0.636861,0.000912409,0.00729927,0.00456204,0.155109,0.195255
24510023-003,2047,0.489985,0.0024426,0.01319,0.00195408,0.246702,0.245725
24510024-001,643,0.580093,0.00155521,0.0108865,0.00777605,0.213064,0.186625
24510024-002,836,0.521531,0.00239234,0.00358852,0.00478469,0.238038,0.229665
24510024-003,1668,0.559353,0.00179856,0.00959233,0.00359712,0.220624,0.205036
24510024-004,2333,0.547793,0.00171453,0.0115731,0.00557222,0.210459,0.222889
24510024-005,3317,0.523364,0.000904432,0.00904432,0.00422068,0.242086,0.22038
24510025-001,2652,0.837858,0.000754148,0.00339367,0.00452489,0.0550528,0.0984163
24510025-002,1865,0.857909,0.00428954,0.00482574,0.0080429,0.0369973,0.0879357
24510025-003,1598,0.574468,0.00125156,0.00563204,0.00563204,0.235294,0.177722
24510025-004,2166,0.560018,0.0023084,0.00877193,0.00554017,0.201754,0.221607
24510025-005,1892,0.762685,0.00264271,0.00475687,0.00581395,0.0845666,0.139535
24510025-006,921,0.876221,0.00108578,0.00217155,0.00325733,0.0347448,0.082519
24510025-007,467,0.807281,0.00642398,0.00428266,0.00642398,0.0578158,0.117773
24510025-008,2131,0.849836,0.00140779,0.00187705,0.0051619,0.0478649,0.0938527
24510025-009,1108,0.885379,0.000902527,0.00180505,0,0.0351986,0.0767148
24510025-010,1168,0.882705,0.000856164,0.000856164,0.00171233,0.0308219,0.0830479
24510025-011,608,0.616776,0.00164474,0,0.00657895,0.172697,0.202303
24510025-012,1184,0.61402,0.000844595,0.00591216,0.00168919,0.183277,0.194257
24510025-013,724,0.638122,0,0.00414365,0.00966851,0.160221,0.187845
24510025-014,1030,0.750485,0.00194175,0.00485437,0.0106796,0.0796117,0.152427
24510025-015,964,0.723029,0.00103734,0.00311203,0.00414938,0.096473,0.172199
24510025-016,1393,0.600861,0.0086145,0.00717875,0.00646088,0.170136,0.206748
24510025-017,325,0.664615,0,0,0.00615385,0.156923,0.172308
24510025-018,231,0.748918,0.004329,0,0,0.142857,0.103896
24510026-001,303,0.570957,0.00990099,0.0132013,0.00660066,0.184818,0.214521
24510026-002,1461,0.741958,0.0054757,0.00205339,0.00616016,0.109514,0.134839
24510026-003,1210,0.582645,0.00165289,0.00578512,0.00826446,0.228099,0.173554
24510026-004,889,0.637795,0.00224972,0.00449944,0.00899888,0.163105,0.183352
24510026-005,446,0.661435,0.00224215,0.0112108,0.0134529,0.156951,0.154709
24510026-006,886,0.642212,0.00112867,0.00564334,0.00564334,0.146727,0.198646
24510026-007,1157,0.527226,0.00432152,0.00691443,0.00605013,0.22299,0.232498
24510026-008,1296,0.473765,0.00231481,0.0115741,0.00694444,0.256944,0.248457
24510026-009,2796,0.527539,0.000357654,0.0110873,0.00536481,0.232475,0.223176
24510026-010,1987,0.669854,0.00654253,0.00805234,0.00754907,0.13236,0.175642
24510026-011,918,0.680828,0.00762527,0.0108932,0.00980392,0.1122,0.178649
24510026-012,534,0.810861,0.00187266,0.00187266,0.00561798,0.0805243,0.0992509
24510026-013,787,0.559085,0.0025413,0.00381194,0.0114358,0.222363,0.200762
24510026-014,698,0.541547,0.00573066,0.0100287,0.00859599,0.253582,0.180516
24510026-015,1494,0.855422,0.00200803,0.00200803,0.00669344,0.0341365,0.0997323
24510026-016,1205,0.871369,0.0033195,0.00165975,0.00497925,0.0307054,0.0879668
24510026-017,504,0.890873,0.00198413,0.00198413,0.00198413,0.0277778,0.0753968
24510026-018,1038,0.876686,0.000963391,0.000963391,0.00385356,0.0404624,0.0770713
24510026-019,1383,0.868402,0.000723066,0.00433839,0.00361533,0.033261,0.0896602
24510026-020,700,0.868571,0,0,0.00285714,0.0385714,0.09
24510026-021,871,0.876005,0.00114811,0.00574053,0.00459242,0.0332951,0.0792193
24510026-022,701,0.844508,0.00142653,0.00142653,0.00285307,0.0442225,0.105563
24510026-023,1100,0.857273,0.00545455,0.00272727,0.00454545,0.0409091,0.0890909
24510026-024,1937,0.891585,0.0041301,0.00206505,0.00361384,0.0299432,0.0686629
24510026-025,1494,0.849398,0.000669344,0.00267738,0.00334672,0.0348059,0.109103
24510026-026,1590,0.810063,0.000628931,0.00440252,0.00377358,0.0761006,0.105031
24510026-027,1307,0.836266,0.00153022,0.000765111,0.006886,0.0581484,0.096404
24510026-028,1133,0.857017,0.000882613,0.000882613,0.00264784,0.0529568,0.0856134
24510026-029,3851,0.865489,0.00155804,0.00181771,0.00363542,0.0373929,0.0901065
24510026-030,888,0.771396,0.0045045,0.00337838,0.00563063,0.103604,0.111486
24510026-031,715,0.651748,0.00559441,0.0027972,0.00839161,0.173427,0.158042
24510026-032,1688,0.868483,0.00177725,0.00118483,0.00296209,0.0349526,0.0906398
24510026-033,1468,0.881471,0.000681199,0,0.00340599,0.0340599,0.0803815
24510027-001,2047,0.791891,0.0048852,0.00439668,0.00537372,0.0796287,0.113825
24510027-002,595,0.763025,0.00504202,0.00504202,0.00672269,0.0907563,0.129412
24510027-003,597,0.78727,0.00335008,0.00167504,0.00167504,0.0921273,0.113903
24510027-004,563,0.738899,0.0035524,0.0017762,0.0035524,0.129663,0.122558
24510027-005,2260,0.74646,0.00663717,0.00442478,0.00619469,0.114602,0.121681
24510027-006,2853,0.800911,0.00140203,0.00315457,0.00210305,0.0708027,0.121626
24510027-007,1192,0.817114,0.000838926,0.00251678,0.00251678,0.0645973,0.112416
24510027-008,2300,0.753913,0.0026087,0.0073913,0.00565217,0.10913,0.121304
24510027-009,1368,0.731725,0.00584795,0.00438596,0.00438596,0.127193,0.126462
24510027-010,680,0.588235,0.00294118,0.0132353,0,0.247059,0.148529
24510027-011,2320,0.642672,0.00172414,0.00560345,0.00732759,0.190948,0.151724
24510027-012,568,0.610915,0.00352113,0.00704225,0.00704225,0.207746,0.163732
24510027-013,2725,0.77578,0.00366972,0.00293578,0.00440367,0.0866055,0.126606
24510027-014,2399,0.716132,0.00625261,0.00708629,0.00666945,0.125469,0.138391
24510027-015,1947,0.838213,0.00256805,0.00308166,0.00205444,0.0606061,0.0934771
24510027-016,655,0.752672,0.00763359,0.00152672,0.00610687,0.080916,0.151145
24510027-017,1148,0.803136,0.00348432,0.00087108,0.00261324,0.0749129,0.114983
24510027-018,2011,0.801094,0.00497265,0.00447539,0.00596718,0.065639,0.117852
24510027-019,734,0.870572,0.0027248,0,0,0.0408719,0.0858311
24510027-020,2253,0.853085,0.000887705,0.00355082,0.00399467,0.0483799,0.0901021
24510027-021,2258,0.872011,0.00177148,0.00310009,0.00265722,0.0349867,0.0854739
24510027-022,2561,0.898087,0.00117142,0.00156189,0.00468567,0.0242093,0.070285
24510027-023,582,0.888316,0,0,0.00515464,0.0206186,0.0859107
24510027-024,605,0.889256,0,0.00165289,0.00165289,0.0280992,0.0793388
24510027-025,1223,0.886345,0.00163532,0.00245298,0.00327065,0.0343418,0.0719542
24510027-026,856,0.85514,0.00233645,0.00116822,0,0.036215,0.10514
24510027-027,1591,0.893149,0.00377121,0.00251414,0.00125707,0.0219987,0.0773099
24510027-028,1246,0.889246,0.00160514,0.0024077,0.00321027,0.0280899,0.0754414
24510027-029,884,0.884615,0.00113122,0.00339367,0.00113122,0.0282805,0.081448
24510027-030,1361,0.88097,0.00367377,0.00293902,0.00514328,0.0198384,0.0874357
24510027-031,2172,0.881676,0.00368324,0.00184162,0.00230203,0.0285451,0.0819521
24510027-032,2282,0.796231,0.00657318,0.00569676,0.00569676,0.072305,0.113497
24510027-033,2258,0.835695,0.00310009,0.00221435,0.00398583,0.0465013,0.108503
24510027-034,1400,0.879286,0.00214286,0.000714286,0.00285714,0.0328571,0.0821429
24510027-035,2810,0.870463,0.00284698,0.00213523,0.00533808,0.0270463,0.0921708
24510027-036,916,0.85917,0.0010917,0.00218341,0.00436681,0.029476,0.103712
24510027-037,642,0.688474,0.00155763,0.00155763,0.00155763,0.161994,0.14486
24510027-038,1334,0.715892,0.0089955,0.0029985,0.00374813,0.103448,0.164918
24510027-039,815,0.693252,0.00613497,0.00490798,0.00368098,0.171779,0.120245
24510027-040,1422,0.657525,0.00281294,0.00492264,0.00281294,0.181435,0.150492
24510027-041,1810,0.692265,0.00718232,0.00276243,0.00441989,0.162431,0.130939
24510027-042,1661,0.66767,0.00361228,0.00421433,0.00481638,0.157134,0.162553
24510027-043,769,0.758127,0.00130039,0.00260078,0,0.10013,0.137841
24510027-044,1198,0.754591,0.00250417,0.00417362,0.00751252,0.122705,0.108514
24510027-045,1689,0.740675,0.0071048,0.00236827,0.00236827,0.108348,0.139136
24510027-046,818,0.768949,0.00366748,0.00366748,0.00611247,0.105134,0.112469
24510027-047,1109,0.693417,0.00270514,0.00721371,0.00541028,0.0964833,0.19477
24510027-048,866,0.869515,0.0034642,0.00461894,0.0034642,0.0427252,0.0762125
24510027-049,2752,0.77689,0.00363372,0.00508721,0.0025436,0.0890262,0.12282
24510027-050,1133,0.84466,0.00529568,0.00353045,0.00176523,0.0556046,0.0891439
24510027-051,268,0.86194,0.00746269,0,0.00373134,0.0597015,0.0671642
24510027-052,2548,0.88697,0.00235479,0.000784929,0.00313972,0.0251177,0.0816327
24510027-053,1512,0.882937,0.00132275,0.0026455,0.00462963,0.0244709,0.0839947
24510027-054,560,0.841071,0.00535714,0.00357143,0.00535714,0.0410714,0.103571
24510027-055,757,0.88111,0.001321,0.00264201,0.00660502,0.0422721,0.0660502
24510027-056,914,0.870897,0.00109409,0.00218818,0.00547046,0.0284464,0.0919037
24510027-057,1926,0.885774,0,0.00103842,0.00363448,0.0311526,0.0784008
24510027-058,600,0.9,0.00333333,0.00333333,0,0.0283333,0.065
24510027-059,915,0.884153,0.0010929,0,0.00327869,0.0382514,0.073224
24510027-060,1516,0.845646,0.00131926,0.00197889,0.00263852,0.0699208,0.078496
24510027-061,733,0.844475,0.00136426,0.00136426,0.00545703,0.047749,0.0995907
24510027-062,1877,0.723495,0.00266383,0.00319659,0.00213106,0.142781,0.125733
24510027-063,1834,0.755725,0.00272628,0.00109051,0.00436205,0.117775,0.118321
24510027-064,1741,0.661114,0.00402068,0.00516944,0.00172315,0.172889,0.155083
24510027-065,2916,0.646091,0.000685871,0.00205761,0.00377229,0.197874,0.14952
24510027-066,2292,0.676265,0.0017452,0.0039267,0.0047993,0.187609,0.125654
24510027-067,2109,0.763395,0.00237079,0.000948317,0.00616406,0.0962541,0.130868
24510028-001,1316,0.859422,0.000759878,0.00455927,0.00607903,0.0341945,0.0949848
24510028-002,2060,0.883495,0.00242718,0.00145631,0.00242718,0.0300971,0.0800971
24510028-003,452,0.853982,0,0.00221239,0,0.039823,0.103982
24510028-004,670,0.858209,0.00149254,0.00447761,0.00298507,0.0328358,0.1
24510028-005,1574,0.888818,0,0.000635324,0.0025413,0.0292249,0.0787802
24510028-006,2306,0.872073,0.00303556,0.00216826,0.00433651,0.0260191,0.0923677
24510028-007,1048,0.862595,0.000954198,0.00381679,0.00477099,0.0419847,0.0858779
24510028-008,1373,0.894392,0.00291333,0.00145666,0.00655499,0.024035,0.0706482
24510028-009,1821,0.828666,0.00274574,0.00329489,0.00439319,0.0411862,0.119714
24510028-010,1968,0.866362,0.00152439,0.00101626,0.00406504,0.0416667,0.0853659
24510028-011,1934,0.875388,0.00155119,0.00310238,0.0041365,0.0372285,0.0785936
24510028-012,1359,0.813834,0.00220751,0.00515085,0.00367918,0.0699043,0.105224
24510028-013,1341,0.876212,0.00149142,0.00447427,0.00298285,0.0343028,0.0805369
24510028-014,548,0.84854,0.00182482,0.00547445,0.00182482,0.0510949,0.0912409
24510028-015,1835,0.765123,0.00326975,0.00435967,0.00708447,0.0893733,0.13079
24005001-001,4148,0.807136,0.0024108,0.00409836,0.00650916,0.0593057,0.12054
24005001-002,1875,0.793067,0.00213333,0.0016,0.00426667,0.0805333,0.1184
24005001-003,3259,0.676281,0.00306843,0.00398895,0.0110463,0.149432,0.156183
24005001-004,3906,0.697901,0.0030722,0.00486431,0.00947261,0.13236,0.15233
24005001-005,3782,0.730566,0.00185087,0.00423057,0.00528821,0.115812,0.142253
24005001-006,3925,0.830828,0.00203822,0.00254777,0.00433121,0.0507006,0.109554
24005001-007,1919,0.645128,0.00312663,0.00885878,0.00781657,0.178218,0.156853
24005001-008,3899,0.526032,0.00666838,0.00872018,0.00718133,0.240575,0.210823
24005001-009,2496,0.617388,0.00360577,0.00560897,0.00841346,0.192308,0.172676
24005001-010,2930,0.532423,0.00443686,0.00546075,0.0122867,0.261433,0.183959
24005001-011,2586,0.474865,0.00309358,0.00889404,0.00928074,0.317092,0.186775
24005001-012,3550,0.442817,0.00535211,0.0084507,0.00957746,0.332394,0.201408
24005001-013,2846,0.489108,0.00316233,0.0101897,0.00913563,0.306746,0.181658
24005001-014,2761,0.445491,0.000724375,0.00688156,0.0105034,0.354219,0.18218
24005001-015,3250,0.52,0.00153846,0.0110769,0.0113846,0.254769,0.201231
24005001-016,2375,0.543579,0,0.00252632,0.0181053,0.347789,0.088
24005001-017,3967,0.787497,0.00277288,0.0025208,0.00680615,0.0577262,0.142677
24005002-001,1716,0.875874,0,0.002331,0.00582751,0.0320513,0.0839161
24005002-002,3287,0.860359,0.000912686,0.00182537,0.0063888,0.0371159,0.0933982
24005002-003,477,0.815514,0,0.00419287,0.0104822,0.0712788,0.0985325
24005002-004,2810,0.863701,0.00142349,0.00177936,0.00676157,0.0359431,0.0903915
24005002-005,2497,0.867841,0.00240288,0.00360433,0.00360433,0.0284341,0.0941129
24005002-006,3236,0.845179,0.000618047,0.00123609,0.00648949,0.0435723,0.102905
24005002-007,2396,0.854341,0.00125209,0.0033389,0.00584307,0.0329716,0.102254
24005002-008,2884,0.859917,0.00277393,0.00242718,0.00381415,0.0405687,0.0904993
24005002-009,2133,0.83685,0.00140647,0.00234412,0.00328176,0.0304735,0.125645
24005002-010,4144,0.84556,0.00120656,0.00217181,0.00506757,0.0434363,0.102558
24005002-011,4105,0.811937,0.00219245,0.00292326,0.00487211,0.0640682,0.114007
24005002-012,4583,0.806895,0.00261837,0.00414576,0.00458215,0.0691687,0.11259
24005002-013,3557,0.829069,0.00112454,0.00140568,0.00674726,0.0567894,0.104864
24005002-014,4124,0.843113,0.0014549,0.0014549,0.00533463,0.042677,0.105965
24005002-015,4411,0.785309,0.000906824,0.00249377,0.00634777,0.0646112,0.140331
24005002-016,1577,0.818643,0.00253646,0.00253646,0.00697527,0.0577045,0.111604
24005002-017,3093,0.843194,0.00161655,0.00226317,0.0029098,0.0342709,0.115745
24005002-018,1394,0.786944,0.00143472,0.00215208,0.00932568,0.0918221,0.108321
24005002-019,1150,0.478261,0.00521739,0.00782609,0.00956522,0.332174,0.166957
24005002-020,861,0.7259,0.00116144,0.00813008,0.00813008,0.097561,0.159117
24005002-021,1026,0.457115,0.00389864,0.00584795,0.00877193,0.34308,0.181287
24005002-022,41,0.780488,0,0,0.0243902,0.0731707,0.121951
24005002-023,591,0.732657,0.00169205,0.00169205,0.0118443,0.125212,0.126904
24005002-024,2738,0.83309,0.00109569,0.00255661,0.00620891,0.0536888,0.10336
24005002-025,728,0.736264,0,0.00137363,0.00961538,0.137363,0.115385
24005002-026,2163,0.722145,0.00277393,0.00369857,0.00508553,0.121128,0.145169
24005002-027,2246,0.787622,0.000890472,0.00133571,0.00356189,0.0627783,0.143811
24005002-028,292,0.818493,0,0.00342466,0.0136986,0.0410959,0.123288
24005002-029,2773,0.783267,0,0.00216372,0.00757303,0.0796971,0.127299
24005002-030,420,0.564286,0.00714286,0.0047619,0.00714286,0.257143,0.159524
24005002-031,2281,0.81587,0.000876808,0.00394564,0.00745287,0.0587462,0.113108
24005003-001,3788,0.844773,0.000791975,0.000791975,0.00765576,0.0570222,0.0889652
24005003-002,2579,0.801473,0.00232648,0.00271423,0.00930593,0.0810392,0.103141
24005003-003,2550,0.846667,0.00156863,0.00313725,0.00588235,0.0462745,0.0964706
24005003-004,1805,0.707479,0.00110803,0.0066482,0.00609418,0.1241,0.154571
24005003-005,3105,0.724316,0.00450886,0.00547504,0.0057971,0.130435,0.129469
24005003-006,2770,0.637545,0.000722022,0.00505415,0.00433213,0.209025,0.143321
24005003-007,4131,0.543936,0.00121036,0.00314694,0.00508351,0.286371,0.160252
24005003-008,3000,0.620333,0.00133333,0.00433333,0.0113333,0.191333,0.171333
24005003-009,3489,0.615936,0.00143308,0.0057323,0.00831184,0.178561,0.190026
24005003-010,3402,0.676955,0.00146972,0.00352734,0.00382128,0.180776,0.133451
24005003-011,3157,0.704783,0.00285081,0.00380108,0.00886918,0.151093,0.128603
24005003-012,2331,0.686401,0.002574,0.00643501,0.00815101,0.138996,0.157443
24005003-013,2388,0.529313,0.00293132,0.00502513,0.0134003,0.28057,0.16876
24005003-014,1457,0.679478,0,0.00205903,0.0130405,0.155113,0.150309
24005004-001,3181,0.689091,0.00251493,0.00534423,0.00785916,0.129519,0.165671
24005004-002,3317,0.678927,0.0039192,0.00452216,0.00633102,0.145915,0.160386
24005004-003,3460,0.606358,0.00115607,0.0066474,0.00809249,0.237283,0.140462
24005004-004,3907,0.622984,0.00179166,0.00358331,0.00844638,0.210904,0.152291
24005004-005,2549,0.567281,0.00470773,0.00666928,0.00706159,0.216163,0.198117
24005004-006,2866,0.595255,0.0038381,0.00348918,0.00732729,0.198535,0.191556
24005004-007,4459,0.563804,0.00134559,0.0065037,0.00941915,0.241534,0.177394
24005004-008,3613,0.505397,0.00442845,0.00608912,0.0127318,0.287019,0.184334
24005004-009,1901,0.351394,0.00157812,0.0110468,0.0094687,0.426618,0.199895
24005004-010,2072,0.620174,0.0019305,0.00530888,0.011583,0.194981,0.166023
24005004-011,490,0.385714,0,0.0142857,0.0102041,0.404082,0.185714
24005004-012,4590,0.656209,0.00283224,0.00501089,0.00784314,0.150109,0.177996
24005004-013,718,0.452646,0.00557103,0.00696379,0.0194986,0.35376,0.16156
24005004-014,2901,0.745605,0.00241296,0.0037918,0.00517063,0.0896243,0.153395
24005004-015,176,0.653409,0.00568182,0,0,0.0965909,0.244318
24005005-001,2806,0.318959,0.00213828,0.00819672,0.00926586,0.484319,0.17712
24005005-002,736,0.273098,0.0013587,0.00815217,0.00815217,0.528533,0.180707
24005006-001,2085,0.300719,0.00239808,0.00863309,0.0129496,0.503597,0.171703
24005006-002,2402,0.300167,0.0041632,0.00707744,0.00791007,0.503747,0.176936
24005007-001,3054,0.301244,0.00523903,0.00523903,0.0101506,0.507204,0.170923
24005007-002,1173,0.307758,0.00341006,0.0059676,0.00852515,0.496164,0.178176
24005007-003,2575,0.333981,0.00194175,0.00699029,0.00815534,0.462524,0.186408
24005008-001,3016,0.375995,0.00198939,0.00530504,0.00696286,0.440981,0.168767
24005008-002,2174,0.380405,0.00229991,0.00275989,0.0165593,0.454922,0.143054
24005008-003,1684,0.43943,0.00415677,0.00356295,0.00771971,0.34323,0.2019
24005008-004,2465,0.399594,0.0020284,0.00486815,0.0129817,0.389047,0.191481
24005008-005,1004,0.432271,0.000996016,0.00298805,0.0239044,0.454183,0.0856574
24005008-006,4176,0.624042,0.00287356,0.00694444,0.00598659,0.161638,0.198515
24005008-007,2307,0.530126,0.00390117,0.00693541,0.00910273,0.230603,0.219332
24005008-008,2278,0.438982,0.00175593,0.00614574,0.00921861,0.366989,0.17691
24005008-009,3025,0.386777,0.00132231,0.00628099,0.00859504,0.39405,0.202975
24005008-010,2491,0.398635,0.00080289,0.00602168,0.0080289,0.410678,0.175833
24005008-011,1573,0.457724,0.00635728,0.00762873,0.00762873,0.321678,0.198983
24005008-012,2360,0.448305,0.00169492,0.00635593,0.00720339,0.382627,0.153814
24005008-013,2588,0.423879,0.0015456,0.00695518,0.0104328,0.369397,0.18779
24005008-014,1530,0.433333,0.00457516,0.00130719,0.0104575,0.381046,0.169281
24005008-015,1675,0.438806,0.00597015,0.00477612,0.00955224,0.371343,0.169552
24005008-016,977,0.505629,0.00204708,0.00716479,0.00818833,0.270215,0.206755
24005008-017,1997,0.448172,0.002003,0.00901352,0.014021,0.382073,0.144717
24005008-018,1002,0.428144,0.000998004,0.00399202,0.0199601,0.394212,0.152695
24005008-019,2498,0.381906,0.00320256,0.00520416,0.00840673,0.413131,0.188151
24005008-020,1364,0.424487,0.00439883,0.00879765,0.0117302,0.358504,0.192082
24005008-021,647,0.293663,0,0.00618238,0.00772798,0.499227,0.193199
24005008-022,2019,0.410599,0.00346706,0.00643883,0.0113918,0.38633,0.181773
24005008-023,761,0.471748,0,0.00262812,0.0105125,0.371879,0.143233
24005008-024,1154,0.337088,0.0017331,0.00433276,0.00866551,0.473137,0.175043
24005008-025,1737,0.350604,0.00460564,0.00805987,0.0120898,0.404721,0.219919
24005008-026,23,0.391304,0,0,0,0.478261,0.130435
24005008-027,1530,0.33268,0.00130719,0.00261438,0.0104575,0.451634,0.201307
24005008-028,434,0.407834,0.00460829,0,0.00460829,0.400922,0.182028
24005009-001,2828,0.472772,0.00247525,0.00601132,0.0130835,0.341584,0.164074
24005009-002,1771,0.401468,0.00169396,0.00621118,0.0141163,0.395257,0.181254
24005009-003,3476,0.561277,0.00575374,0.00719217,0.0066168,0.238205,0.180955
24005009-004,2005,0.527681,0.00448878,0.00399002,0.00947631,0.278803,0.175561
24005009-005,3508,0.489738,0.00313569,0.00684151,0.0131129,0.311574,0.175599
24005009-006,1254,0.535885,0.00717703,0.00797448,0.00558214,0.244019,0.199362
24005009-007,2191,0.422638,0.00319489,0.00912825,0.0127796,0.368781,0.183478
24005009-008,1726,0.414832,0.00347625,0.00695249,0.00984936,0.399768,0.165122
24005009-009,1791,0.428811,0.00223339,0.00837521,0.00893356,0.387493,0.164154
24005009-010,4818,0.559153,0.00456621,0.00664176,0.0118306,0.24367,0.174139
24005009-011,2453,0.585406,0.00285365,0.0101916,0.00978394,0.2234,0.168365
24005009-012,1682,0.539834,0.00535077,0.00713436,0.00832342,0.268728,0.17063
24005009-013,2464,0.55763,0.00284091,0.00446429,0.0101461,0.270698,0.154221
24005009-014,2425,0.664742,0.00412371,0.00701031,0.00742268,0.157113,0.159588
24005009-015,2472,0.627023,0.00202265,0.00889968,0.0109223,0.175971,0.175162
24005009-016,1032,0.486434,0.00484496,0.00775194,0.00678295,0.285853,0.208333
24005009-017,1320,0.602273,0.00530303,0.0121212,0.00681818,0.191667,0.181818
24005009-018,2238,0.567024,0.00223414,0.00714924,0.00759607,0.234138,0.181859
24005009-019,2267,0.584032,0.00352889,0.00794001,0.00838112,0.225849,0.170269
24005009-020,3133,0.827003,0.00127673,0.00351101,0.00446856,0.0536227,0.110118
24005009-021,3358,0.471709,0.00446694,0.0107207,0.00655152,0.308815,0.197737
24005009-022,3522,0.521863,0.00227144,0.00795003,0.00681431,0.272572,0.188529
24005009-023,2901,0.541193,0.00344709,0.00586005,0.00896243,0.272665,0.167873
24005009-024,3526,0.488372,0.0036869,0.00709019,0.00879183,0.30346,0.188599
24005009-025,2484,0.497987,0.00362319,0.00805153,0.00603865,0.297907,0.186393
24005009-026,1385,0.499639,0.00216606,0.00938628,0.0129964,0.293141,0.182671
24005009-027,18,0.222222,0,0,0.0555556,0.5,0.222222
24005009-028,2115,0.722459,0.00189125,0.00425532,0.00803783,0.122459,0.140898
24005009-029,294,0.642857,0.00340136,0.0204082,0.00680272,0.119048,0.207483
