7
2
1,0,0,0,0,1,0,0,
Democratic, Working Families, Constitution, Independence, Green, Republican, American, Libertarian, 
# PrecinctID,RegisteredVoters,Democratic,Working Families,Constitution,Independence,Green,Republican,American,Libertarian,
DEER PARK 1B,3164,0.485507,0,0,0,0,0.407609,0,0,
DEER PARK 2A,3074,0.493023,0,0,0,0,0.462016,0,0,
DEER PARK 2B,2004,0.509756,0,0,0,0,0.42439,0,0,
DEER PARK 2C,1091,0.446721,0,0,0,0,0.495902,0,0,
DEER PARK 3,1946,0.608051,0,0,0,0,0.326271,0,0,
LINCOLNVILLE,1551,0.55,0,0,0,0,0.38913,0,0,
LADSON,2938,0.585366,0,0,0,0,0.344333,0,0,
EDISTO ISLAND,1524,0.561364,0,0,0,0,0.402273,0,0,
WADMALAW ISLAND 1,1134,0.598662,0,0,0,0,0.367893,0,0,
WADMALAW ISLAND 2,1201,0.728767,0,0,0,0,0.235616,0,0,
KIAWAH ISLAND,1759,0.194805,0,0,0,0,0.795455,0,0,
TOWN OF SEABROOK,1992,0.323256,0,0,0,0,0.660465,0,0,
FOLLY BEACH 1,1153,0.340807,0,0,0,0,0.565022,0,0,
FOLLY BEACH 2,1325,0.347222,0,0,0,0,0.583333,0,0,
CHARLESTON 1,891,0.251748,0,0,0,0,0.713287,0,0,
CHARLESTON 2,1025,0.30625,0,0,0,0,0.6875,0,0,
CHARLESTON 3,1159,0.479167,0,0,0,0,0.479167,0,0,
CHARLESTON 4,1120,0.574586,0,0,0,0,0.370166,0,0,
CHARLESTON 5,1082,0.472222,0,0,0,0,0.486111,0,0,
CHARLESTON 6,1538,0.567961,0,0,0,0,0.349515,0,0,
CHARLESTON 7,1816,0.527778,0,0,0,0,0.380952,0,0,
CHARLESTON 8,1309,0.856643,0,0,0,0,0.0594406,0,0,
CHARLESTON 9,1154,0.697917,0,0,0,0,0.223958,0,0,
CHARLESTON 10,1240,0.671233,0,0,0,0,0.19863,0,0,
CHARLESTON 11,1925,0.564202,0,0,0,0,0.33463,0,0,
CHARLESTON 12,1586,0.780731,0,0,0,0,0.156146,0,0,
CHARLESTON 13,1370,0.816794,0,0,0,0,0.110687,0,0,
CHARLESTON 14,1401,0.713004,0,0,0,0,0.197309,0,0,
CHARLESTON 15,1561,0.887531,0,0,0,0,0.0391198,0,0,
CHARLESTON 16,1342,0.848276,0,0,0,0,0.0689655,0,0,
CHARLESTON 17,1395,0.79798,0,0,0,0,0.156566,0,0,
CHARLESTON 18,1610,0.907216,0,0,0,0,0.064433,0,0,
CHARLESTON 19,914,0.866379,0,0,0,0,0.0732759,0,0,
CHARLESTON 20,1424,0.694444,0,0,0,0,0.238095,0,0,
CHARLESTON 21,780,0.907895,0,0,0,0,0.0570175,0,0,
MT. PLEASANT 1,1615,0.394068,0,0,0,0,0.576271,0,0,
MT. PLEASANT 2,1212,0.328125,0,0,0,0,0.578125,0,0,
MT. PLEASANT 3,1740,0.429032,0,0,0,0,0.519355,0,0,
MT. PLEASANT 4,1632,0.319865,0,0,0,0,0.626263,0,0,
MT. PLEASANT 5,1409,0.314655,0,0,0,0,0.663793,0,0,
MT. PLEASANT 6,2251,0.325183,0,0,0,0,0.606357,0,0,
MT. PLEASANT 7,972,0.359551,0,0,0,0,0.589888,0,0,
MT. PLEASANT 8,1003,0.350365,0,0,0,0,0.627737,0,0,
MT. PLEASANT 9,1127,0.287234,0,0,0,0,0.648936,0,0,
MT. PLEASANT 10,1001,0.182927,0,0,0,0,0.75,0,0,
MT. PLEASANT 11,1251,0.312195,0,0,0,0,0.634146,0,0,
MT. PLEASANT 12,2084,0.327586,0,0,0,0,0.598522,0,0,
MT. PLEASANT 13,1318,0.336364,0,0,0,0,0.590909,0,0,
MT. PLEASANT 14,1802,0.392857,0,0,0,0,0.560714,0,0,
MT. PLEASANT 15,2417,0.403553,0,0,0,0,0.558376,0,0,
MT. PLEASANT 16,782,0.19469,0,0,0,0,0.787611,0,0,
MT. PLEASANT 17,3197,0.257353,0,0,0,0,0.705882,0,0,
MT. PLEASANT 18,1295,0.235849,0,0,0,0,0.731132,0,0,
MT. PLEASANT 19,2169,0.374663,0,0,0,0,0.555256,0,0,
MT. PLEASANT 20,1608,0.443769,0,0,0,0,0.495441,0,0,
MT. PLEASANT 21,1786,0.308333,0,0,0,0,0.633333,0,0,
MT. PLEASANT 22,1137,0.456522,0,0,0,0,0.504348,0,0,
MT. PLEASANT 23,1915,0.476584,0,0,0,0,0.438017,0,0,
MT. PLEASANT 24,919,0.277778,0,0,0,0,0.650794,0,0,
MT. PLEASANT 25,1141,0.225352,0,0,0,0,0.753521,0,0,
MT. PLEASANT 26,619,0.960227,0,0,0,0,0.0170455,0,0,
MT. PLEASANT 27,2755,0.284188,0,0,0,0,0.673077,0,0,
MT. PLEASANT 28,1291,0.228155,0,0,0,0,0.703883,0,0,
MT. PLEASANT 29,350,0.346154,0,0,0,0,0.653846,0,0,
MT. PLEASANT 30,2142,0.293987,0,0,0,0,0.668151,0,0,
MT. PLEASANT 31,1521,0.386719,0,0,0,0,0.574219,0,0,
MT. PLEASANT 32,2848,0.249471,0,0,0,0,0.718816,0,0,
MT. PLEASANT 33,4060,0.210983,0,0,0,0,0.736994,0,0,
MT. PLEASANT 34,1785,0.32967,0,0,0,0,0.630037,0,0,
MT. PLEASANT 35,4845,0.263288,0,0,0,0,0.676143,0,0,
MT. PLEASANT 36,1881,0.410319,0,0,0,0,0.513514,0,0,
MT. PLEASANT 37,3698,0.516174,0,0,0,0,0.433193,0,0,
MT. PLEASANT 38,1793,0.206226,0,0,0,0,0.7393,0,0,
MT. PLEASANT 39,2251,0.26087,0,0,0,0,0.697723,0,0,
JAMES ISLAND 1A,2110,0.431421,0,0,0,0,0.488778,0,0,
JAMES ISLAND 1B,1033,0.853881,0,0,0,0,0.127854,0,0,
JAMES ISLAND 3,997,0.88,0,0,0,0,0.092,0,0,
JAMES ISLAND 5A,1507,0.25523,0,0,0,0,0.694561,0,0,
JAMES ISLAND 5B,795,0.231293,0,0,0,0,0.734694,0,0,
JAMES ISLAND 6,1728,0.507163,0,0,0,0,0.461318,0,0,
JAMES ISLAND 7,2075,0.40176,0,0,0,0,0.557185,0,0,
JAMES ISLAND 8A,1645,0.574803,0,0,0,0,0.377953,0,0,
JAMES ISLAND 8B,2477,0.427481,0,0,0,0,0.493639,0,0,
JAMES ISLAND 9,1642,0.412121,0,0,0,0,0.524242,0,0,
JAMES ISLAND 10,1754,0.407975,0,0,0,0,0.51227,0,0,
JAMES ISLAND 11,2009,0.338762,0,0,0,0,0.612378,0,0,
JAMES ISLAND 12,1371,0.213953,0,0,0,0,0.72093,0,0,
JAMES ISLAND 13,1598,0.354701,0,0,0,0,0.589744,0,0,
JAMES ISLAND 14,965,0.287879,0,0,0,0,0.636364,0,0,
JAMES ISLAND 15,1898,0.421053,0,0,0,0,0.502924,0,0,
JAMES ISLAND 17,2227,0.501484,0,0,0,0,0.400593,0,0,
JAMES ISLAND 19,1665,0.44127,0,0,0,0,0.466667,0,0,
JAMES ISLAND 20,1634,0.488294,0,0,0,0,0.448161,0,0,
JAMES ISLAND 22,1638,0.370504,0,0,0,0,0.535971,0,0,
JOHNS ISLAND 1A,2005,0.349741,0,0,0,0,0.61658,0,0,
JOHNS ISLAND 1B,1978,0.605911,0,0,0,0,0.332512,0,0,
JOHNS ISLAND 2,4174,0.37963,0,0,0,0,0.572751,0,0,
JOHNS ISLAND 3A,2556,0.372943,0,0,0,0,0.566728,0,0,
JOHNS ISLAND 3B,1642,0.561446,0,0,0,0,0.404819,0,0,
JOHNS ISLAND 4,1233,0.615672,0,0,0,0,0.350746,0,0,
ST. PAULS 1,880,0.813896,0,0,0,0,0.168734,0,0,
ST. PAULS 2A,957,0.652997,0,0,0,0,0.29653,0,0,
ST. PAULS 2B,1487,0.668235,0,0,0,0,0.308235,0,0,
ST. PAULS 3,1936,0.278761,0,0,0,0,0.683628,0,0,
ST. PAULS 4,1691,0.785185,0,0,0,0,0.17963,0,0,
ST. PAULS 5,1118,0.558219,0,0,0,0,0.414384,0,0,
ST. PAULS 6,1930,0.380383,0,0,0,0,0.576555,0,0,
ST. ANDREWS 1,788,0.63964,0,0,0,0,0.288288,0,0,
ST. ANDREWS 2,1427,0.58642,0,0,0,0,0.37037,0,0,
ST. ANDREWS 3,1536,0.814706,0,0,0,0,0.155882,0,0,
ST. ANDREWS 4,1434,0.292553,0,0,0,0,0.632979,0,0,
ST. ANDREWS 5,1354,0.46,0,0,0,0,0.486667,0,0,
ST. ANDREWS 6,1308,0.237885,0,0,0,0,0.704846,0,0,
ST. ANDREWS 7,1828,0.335616,0,0,0,0,0.589041,0,0,
ST. ANDREWS 8,1002,0.835979,0,0,0,0,0.10582,0,0,
ST. ANDREWS 9,1375,0.901961,0,0,0,0,0.0555556,0,0,
ST. ANDREWS 10,1209,0.563559,0,0,0,0,0.381356,0,0,
ST. ANDREWS 11,968,0.308219,0,0,0,0,0.630137,0,0,
ST. ANDREWS 12,1115,0.388889,0,0,0,0,0.541667,0,0,
ST. ANDREWS 13,1298,0.427027,0,0,0,0,0.524324,0,0,
ST. ANDREWS 14,1498,0.5,0,0,0,0,0.425325,0,0,
ST. ANDREWS 15,1528,0.772727,0,0,0,0,0.144628,0,0,
ST. ANDREWS 16,1142,0.348837,0,0,0,0,0.552326,0,0,
ST. ANDREWS 17,1768,0.349206,0,0,0,0,0.587302,0,0,
ST. ANDREWS 18,2031,0.686321,0,0,0,0,0.238208,0,0,
ST. ANDREWS 19,358,0.906667,0,0,0,0,0.08,0,0,
ST. ANDREWS 20,3019,0.60625,0,0,0,0,0.327083,0,0,
ST. ANDREWS 21,956,0.48951,0,0,0,0,0.447552,0,0,
ST. ANDREWS 22,1255,0.35,0,0,0,0,0.6,0,0,
ST. ANDREWS 23,1302,0.487179,0,0,0,0,0.435897,0,0,
ST. ANDREWS 24,1474,0.63913,0,0,0,0,0.286957,0,0,
ST. ANDREWS 25,1762,0.607143,0,0,0,0,0.325893,0,0,
ST. ANDREWS 26,1492,0.51938,0,0,0,0,0.426357,0,0,
ST. ANDREWS 27,3806,0.472952,0,0,0,0,0.465224,0,0,
ST. ANDREWS 28,2704,0.495885,0,0,0,0,0.438272,0,0,
ST. ANDREWS 29,3223,0.364486,0,0,0,0,0.566355,0,0,
ST. ANDREWS 30,2328,0.414925,0,0,0,0,0.486567,0,0,
ST. ANDREWS 31,1237,0.415254,0,0,0,0,0.525424,0,0,
ST. ANDREWS 32,1187,0.319838,0,0,0,0,0.62753,0,0,
ST. ANDREWS 33,736,0.333333,0,0,0,0,0.623932,0,0,
ST. ANDREWS 34,2391,0.280702,0,0,0,0,0.663743,0,0,
ST. ANDREWS 35,1841,0.295455,0,0,0,0,0.646104,0,0,
ST. ANDREWS 36,1767,0.286119,0,0,0,0,0.651558,0,0,
ST. ANDREWS 37,3826,0.378378,0,0,0,0,0.559618,0,0,
NORTH CHARLESTON 1,1048,0.935484,0,0,0,0,0.0215054,0,0,
NORTH CHARLESTON 2,680,0.937984,0,0,0,0,0.0310078,0,0,
NORTH CHARLESTON 3,1296,0.386207,0,0,0,0,0.551724,0,0,
NORTH CHARLESTON 4,1315,0.865625,0,0,0,0,0.103125,0,0,
NORTH CHARLESTON 5,2148,0.926335,0,0,0,0,0.0313076,0,0,
NORTH CHARLESTON 6,1496,0.91455,0,0,0,0,0.0300231,0,0,
NORTH CHARLESTON 7,1822,0.912946,0,0,0,0,0.046875,0,0,
NORTH CHARLESTON 8,940,0.526667,0,0,0,0,0.426667,0,0,
NORTH CHARLESTON 9,1569,0.648903,0,0,0,0,0.278997,0,0,
NORTH CHARLESTON 10,1547,0.804511,0,0,0,0,0.125313,0,0,
NORTH CHARLESTON 11,903,0.38125,0,0,0,0,0.5375,0,0,
NORTH CHARLESTON 12,771,0.453846,0,0,0,0,0.461538,0,0,
NORTH CHARLESTON 13,1036,0.893688,0,0,0,0,0.0664452,0,0,
NORTH CHARLESTON 14,648,0.647887,0,0,0,0,0.274648,0,0,
NORTH CHARLESTON 15,1420,0.831858,0,0,0,0,0.109145,0,0,
NORTH CHARLESTON 16,1039,0.84322,0,0,0,0,0.122881,0,0,
NORTH CHARLESTON 17,926,0.884259,0,0,0,0,0.0601852,0,0,
NORTH CHARLESTON 18,1867,0.804196,0,0,0,0,0.146853,0,0,
NORTH CHARLESTON 19,1234,0.8327,0,0,0,0,0.121673,0,0,
NORTH CHARLESTON 20,780,0.508571,0,0,0,0,0.434286,0,0,
NORTH CHARLESTON 21,1475,0.714286,0,0,0,0,0.232558,0,0,
NORTH CHARLESTON 22,1539,0.752,0,0,0,0,0.213333,0,0,
NORTH CHARLESTON 23,2103,0.603535,0,0,0,0,0.335859,0,0,
NORTH CHARLESTON 24,2644,0.713542,0,0,0,0,0.234375,0,0,
NORTH CHARLESTON 25,687,0.841346,0,0,0,0,0.0961538,0,0,
NORTH CHARLESTON 26,453,0.890909,0,0,0,0,0.0848485,0,0,
NORTH CHARLESTON 27,1181,0.758993,0,0,0,0,0.179856,0,0,
NORTH CHARLESTON 28,886,0.824176,0,0,0,0,0.10989,0,0,
NORTH CHARLESTON 29,943,0.703196,0,0,0,0,0.228311,0,0,
NORTH CHARLESTON 30,1996,0.737452,0,0,0,0,0.204633,0,0,
Allens,1031,0.100346,0,0,0,0,0.823529,0,0,
Alma Mill,1787,0.580275,0,0,0,0,0.37844,0,0,
Antioch and Kings Creek,1239,0.103211,0,0,0,0,0.816514,0,0,
Ashworth,1115,0.0942761,0,0,0,0,0.872054,0,0,
Blacksburg Ward No. 1,961,0.325926,0,0,0,0,0.640741,0,0,
Blacksburg Ward No. 2,1357,0.174935,0,0,0,0,0.78329,0,0,
Draytonville,1539,0.294118,0,0,0,0,0.636829,0,0,
Ezells and Butler,1365,0.165829,0,0,0,0,0.778894,0,0,
Gaffney Ward No. 1,765,0.774059,0,0,0,0,0.179916,0,0,
Gaffney Ward No. 2,1235,0.81701,0,0,0,0,0.149485,0,0,
Gaffney Ward No. 3,1062,0.886029,0,0,0,0,0.0845588,0,0,
Gaffney Ward No. 4,1241,0.635593,0,0,0,0,0.333333,0,0,
Gaffney Ward No. 5,1067,0.419214,0,0,0,0,0.519651,0,0,
Gaffney Ward No. 6,1142,0.332,0,0,0,0,0.64,0,0,
Grassy Pond,1982,0.270661,0,0,0,0,0.683884,0,0,
Goucher and Thicketty,1080,0.127329,0,0,0,0,0.826087,0,0,
Holly Grove-Buffalo,1271,0.103064,0,0,0,0,0.846797,0,0,
Limestone Mill,853,0.56621,0,0,0,0,0.365297,0,0,
Littlejohn's and Sarratt's,338,0.0425532,0,0,0,0,0.946809,0,0,
Macedonia,1360,0.177596,0,0,0,0,0.775956,0,0,
Morgan,1106,0.113111,0,0,0,0,0.856041,0,0,
Musgrove Mill,1342,0.331307,0,0,0,0,0.635258,0,0,
Ninety Nine and Cherokee Falls,897,0.0848214,0,0,0,0,0.848214,0,0,
Pleasant Grove,938,0.581749,0,0,0,0,0.39924,0,0,
Pleasant Meadows,732,0.747706,0,0,0,0,0.211009,0,0,
Timber Ridge,881,0.138889,0,0,0,0,0.805556,0,0,
White Plains,1306,0.195,0,0,0,0,0.74,0,0,
Wilkinsville and Metcalf,533,0.0352113,0,0,0,0,0.908451,0,0,
Woods,883,0.117188,0,0,0,0,0.84375,0,0,
Baldwin Mill,1198,0.74026,0,0,0,0,0.186147,0,0,
Baton Rouge,727,0.26087,0,0,0,0,0.669565,0,0,
Beckhamville,933,0.618421,0,0,0,0,0.355263,0,0,
Blackstock,698,0.533784,0,0,0,0,0.412162,0,0,
Edgemoor,1043,0.311419,0,0,0,0,0.626298,0,0,
Eureka Mill,1632,0.720365,0,0,0,0,0.215805,0,0,
Fort Lawn,1430,0.43956,0,0,0,0,0.525275,0,0,
Halsellville,209,0.756757,0,0,0,0,0.22973,0,0,
Hazelwood,773,0.33758,0,0,0,0,0.579618,0,0,
Lowrys,1010,0.29064,0,0,0,0,0.62069,0,0,
Richburg,1369,0.406877,0,0,0,0,0.538682,0,0,
Rodman,1312,0.384956,0,0,0,0,0.566372,0,0,
Rossville,405,0.409524,0,0,0,0,0.561905,0,0,
Wilksburg,545,0.552632,0,0,0,0,0.403509,0,0,
Chester Ward 1,1684,0.78125,0,0,0,0,0.173611,0,0,
Chester Ward 2,1006,0.89,0,0,0,0,0.075,0,0,
Chester Ward 3,1579,0.622549,0,0,0,0,0.308824,0,0,
Chester Ward 4,1191,0.8159,0,0,0,0,0.142259,0,0,
Chester Ward 5,1013,0.601942,0,0,0,0,0.330097,0,0,
Lando/Lansford,1029,0.323308,0,0,0,0,0.631579,0,0,
Great Falls,1148,0.519174,0,0,0,0,0.415929,0,0,
ANGELUS-CARARRH,619,0.423913,0,0,0,0,0.538043,0,0,
BAY SPRINGS,378,0.22449,0,0,0,0,0.714286,0,0,
BLACK CREEK,429,0.443396,0,0,0,0,0.5,0,0,
BROCKS MILL,1744,0.748092,0,0,0,0,0.236641,0,0,
CASH,1115,0.676829,0,0,0,0,0.317073,0,0,
CENTER GROVE-WINZO,1069,0.608939,0,0,0,0,0.365922,0,0,
CHERAW NO. 1,1498,0.473837,0,0,0,0,0.468023,0,0,
CHERAW NO. 2,1052,0.577778,0,0,0,0,0.359259,0,0,
CHERAW NO. 3,1971,0.834545,0,0,0,0,0.134545,0,0,
CHERAW NO. 4,1477,0.675214,0,0,0,0,0.279202,0,0,
COURTHOUSE,1992,0.460177,0,0,0,0,0.483776,0,0,
DUDLEY-MANGUM,828,0.296429,0,0,0,0,0.675,0,0,
GRANTS MILL,1203,0.428571,0,0,0,0,0.49026,0,0,
JEFFERSON,1692,0.5,0,0,0,0,0.463158,0,0,
MCBEE,1605,0.468085,0,0,0,0,0.475822,0,0,
MIDDENDORF,755,0.131707,0,0,0,0,0.843902,0,0,
MT. GROGHAN,372,0.353659,0,0,0,0,0.609756,0,0,
OUSLEYDALE,708,0.139785,0,0,0,0,0.77957,0,0,
PAGELAND NO. 1,1881,0.553043,0,0,0,0,0.417391,0,0,
PAGELAND NO. 2,1607,0.485019,0,0,0,0,0.458801,0,0,
PATRICK,734,0.430693,0,0,0,0,0.490099,0,0,
PEE DEE,298,0.226667,0,0,0,0,0.746667,0,0,
RUBY,1014,0.531646,0,0,0,0,0.409283,0,0,
SHILOH,628,0.424658,0,0,0,0,0.506849,0,0,
SNOW HILL-VAUGHN,561,0.282828,0,0,0,0,0.666667,0,0,
Alcolu,926,0.64486,0,0,0,0,0.327103,0,0,
Barrineau,477,0.103448,0,0,0,0,0.890805,0,0,
Barrows Mill,149,0.403509,0,0,0,0,0.54386,0,0,
Bloomville,499,0.491935,0,0,0,0,0.5,0,0,
Calvary,595,0.876777,0,0,0,0,0.109005,0,0,
Davis Station,1955,0.478161,0,0,0,0,0.48046,0,0,
Harmony,678,0.690608,0,0,0,0,0.276243,0,0,
Hicks,565,0.245614,0,0,0,0,0.736842,0,0,
Home Branch,360,0.25,0,0,0,0,0.73913,0,0,
Jordan,2531,0.282192,0,0,0,0,0.660274,0,0,
Manning No. 1,720,0.743243,0,0,0,0,0.209459,0,0,
Manning No. 2,1075,0.696133,0,0,0,0,0.270718,0,0,
Manning No. 3,1572,0.421569,0,0,0,0,0.534314,0,0,
Manning No. 4,1776,0.953125,0,0,0,0,0.0416667,0,0,
Manning No. 5,1108,0.629268,0,0,0,0,0.336585,0,0,
New Zion,469,0.493151,0,0,0,0,0.479452,0,0,
Paxville,1019,0.684411,0,0,0,0,0.262357,0,0,
Panola,265,0.842697,0,0,0,0,0.146067,0,0,
Sardina-Gable,348,0.813333,0,0,0,0,0.18,0,0,
Summerton No. 1,2364,0.432836,0,0,0,0,0.539801,0,0,
Summerton No. 2,460,0.811881,0,0,0,0,0.158416,0,0,
Summerton No. 3,1201,0.917808,0,0,0,0,0.0650685,0,0,
Turbeville,1060,0.352584,0,0,0,0,0.635258,0,0,
Wilson Foreston,1392,0.69906,0,0,0,0,0.269592,0,0,
Oakdale,278,0.728972,0,0,0,0,0.252336,0,0,
BELLS,276,0.573333,0,0,0,0,0.373333,0,0,
CANADYS,552,0.477124,0,0,0,0,0.444444,0,0,
COTTAGEVILLE,1610,0.295393,0,0,0,0,0.631436,0,0,
EDISTO,362,0.732759,0,0,0,0,0.232759,0,0,
GREEN POND,909,0.838926,0,0,0,0,0.14094,0,0,
HENDERSONVILLE,1077,0.710366,0,0,0,0,0.234756,0,0,
HORSE PEN,645,0.29878,0,0,0,0,0.628049,0,0,
HUDSON MILL,572,0.325397,0,0,0,0,0.611111,0,0,
JACKSONBORO,345,0.863354,0,0,0,0,0.111801,0,0,
MAPLE CANE,945,0.163636,0,0,0,0,0.768182,0,0,
MASHAWVILLE,792,0.678571,0,0,0,0,0.311224,0,0,
PEEPLES,1140,0.46875,0,0,0,0,0.5,0,0,
PETITS,231,0.326923,0,0,0,0,0.615385,0,0,
PENIEL,962,0.505556,0,0,0,0,0.416667,0,0,
RITTER,737,0.773109,0,0,0,0,0.201681,0,0,
ROUND O,1031,0.405797,0,0,0,0,0.565217,0,0,
RICE PATCH,603,0.472222,0,0,0,0,0.4375,0,0,
RUFFIN,287,0.544118,0,0,0,0,0.426471,0,0,
SIDNEYS,542,0.24183,0,0,0,0,0.72549,0,0,
STOKES,666,0.236025,0,0,0,0,0.732919,0,0,
SNIDERS,586,0.340136,0,0,0,0,0.612245,0,0,
WALTERBORO NO. 1,1399,0.527473,0,0,0,0,0.423077,0,0,
WALTERBORO NO. 2,1319,0.639269,0,0,0,0,0.292237,0,0,
WALTERBORO NO. 3,1475,0.882736,0,0,0,0,0.0846906,0,0,
WALTERBORO NO. 4,1500,0.434978,0,0,0,0,0.493274,0,0,
WILLIAMS,276,0.579545,0,0,0,0,0.409091,0,0,
WOLF CREEK,377,0.116279,0,0,0,0,0.860465,0,0,
EDISTO BEACH,1022,0.161538,0,0,0,0,0.830769,0,0,
WALTERBORO NO. 5,1500,0.319767,0,0,0,0,0.656977,0,0,
ASHTON-LODGE,484,0.336538,0,0,0,0,0.625,0,0,
BEREA-SMOAKS,947,0.704142,0,0,0,0,0.278107,0,0,
WALTERBORO NO. 6,1220,0.570815,0,0,0,0,0.364807,0,0,
ANTIOCH,1803,0.531802,0,0,0,0,0.434629,0,0,
AUBURN,727,0.828767,0,0,0,0,0.133562,0,0,
BETHEL,747,0.544402,0,0,0,0,0.420849,0,0,
BLACK CREEK-CLYDE,1204,0.283951,0,0,0,0,0.679012,0,0,
BURNT BRANCH,725,0.361702,0,0,0,0,0.62234,0,0,
DARLINGTON NO. 1,373,0.666667,0,0,0,0,0.269231,0,0,
DARLINGTON NO. 2,1670,0.747277,0,0,0,0,0.235294,0,0,
DARLINGTON NO. 4,1598,0.776836,0,0,0,0,0.194915,0,0,
DARLINGTON NO. 5,1879,0.936803,0,0,0,0,0.0334572,0,0,
DOVESVILLE,1545,0.719723,0,0,0,0,0.259516,0,0,
HARTSVILLE NO. 1,1297,0.222222,0,0,0,0,0.707819,0,0,
HARTSVILLE NO. 4,1032,0.797101,0,0,0,0,0.171014,0,0,
HARTSVILLE NO. 5,2400,0.453686,0,0,0,0,0.482042,0,0,
HARTSVILLE NO. 6,1817,0.986441,0,0,0,0,0.00677966,0,0,
HARTSVILLE NO. 7,1183,0.54321,0,0,0,0,0.419753,0,0,
HARTSVILLE NO. 8,2683,0.214393,0,0,0,0,0.752624,0,0,
HIGH HILL,2576,0.56,0,0,0,0,0.40125,0,0,
INDIAN BRANCH,646,0.323232,0,0,0,0,0.60101,0,0,
KELLEYTOWN,1811,0.138528,0,0,0,0,0.831169,0,0,
LAKE SWAMP,1359,0.471193,0,0,0,0,0.489712,0,0,
LAMAR NO. 1,870,0.69914,0,0,0,0,0.283668,0,0,
LAMAR NO. 2,1544,0.491461,0,0,0,0,0.481973,0,0,
LYDIA,717,0.778146,0,0,0,0,0.198675,0,0,
MECHANICSVILLE,1793,0.622222,0,0,0,0,0.351515,0,0,
NEW MARKET,1032,0.112957,0,0,0,0,0.837209,0,0,
OATES,959,0.450425,0,0,0,0,0.521246,0,0,
PALMETTO,1926,0.573529,0,0,0,0,0.382353,0,0,
SOCIETY HILL,849,0.76435,0,0,0,0,0.202417,0,0,
SWIFT CREEK,901,0.407801,0,0,0,0,0.560284,0,0,
DARLINGTON NO. 3,2812,0.525097,0,0,0,0,0.442085,0,0,
DARLINGTON NO. 6,1744,0.553648,0,0,0,0,0.407725,0,0,
HARTSVILLE NO. 9,1786,0.471136,0,0,0,0,0.482309,0,0,
EAST DILLON,1968,0.296943,0,0,0,0,0.628821,0,0,
WEST DILLON,2473,0.79759,0,0,0,0,0.115663,0,0,
SOUTH DILLON,1986,0.845912,0,0,0,0,0.106918,0,0,
LATTA,2799,0.712245,0,0,0,0,0.230612,0,0,
NEW HOLLY,370,0.579545,0,0,0,0,0.397727,0,0,
LAKE VIEW,1220,0.588997,0,0,0,0,0.36246,0,0,
KEMPER,492,0.723404,0,0,0,0,0.255319,0,0,
GADDY'S MILL,231,0.54717,0,0,0,0,0.415094,0,0,
MT. CALVARY,2235,0.795501,0,0,0,0,0.141104,0,0,
BERMUDA,297,0.660714,0,0,0,0,0.303571,0,0,
PLEASANT HILL,215,0.542857,0,0,0,0,0.342857,0,0,
HAMER,964,0.625,0,0,0,0,0.298611,0,0,
OAKLAND,1015,0.78733,0,0,0,0,0.158371,0,0,
CAROLINA,397,0.842105,0,0,0,0,0.136842,0,0,
LITTLE ROCK,738,0.778894,0,0,0,0,0.18593,0,0,
MINTURN,230,0.839286,0,0,0,0,0.142857,0,0,
OAK GROVE,960,0.423469,0,0,0,0,0.52551,0,0,
MANNING,416,0.637931,0,0,0,0,0.275862,0,0,
FLOYDALE,618,0.352941,0,0,0,0,0.571429,0,0,
FORK,379,0.45283,0,0,0,0,0.518868,0,0,
Rosinville,1376,0.567929,0,0,0,0,0.394209,0,0,
St. George No. 2,861,0.470899,0,0,0,0,0.492063,0,0,
St. George No. 1,1235,0.632143,0,0,0,0,0.314286,0,0,
Grover,874,0.584906,0,0,0,0,0.377358,0,0,
Reevesville,1003,0.598187,0,0,0,0,0.359517,0,0,
Harleyville,698,0.449782,0,0,0,0,0.480349,0,0,
Four Hole,1032,0.548023,0,0,0,0,0.409605,0,0,
Rosses,997,0.498339,0,0,0,0,0.458472,0,0,
Ridgeville,921,0.494118,0,0,0,0,0.454902,0,0,
Givhans,940,0.388112,0,0,0,0,0.566434,0,0,
Delemars,533,0.866438,0,0,0,0,0.123288,0,0,
Saul Dam,496,0.238532,0,0,0,0,0.706422,0,0,
Coastal,1203,0.563934,0,0,0,0,0.337705,0,0,
Trolley,1602,0.474453,0,0,0,0,0.448905,0,0,
Tranquil,821,0.231293,0,0,0,0,0.687075,0,0,
Beech Hill,1340,0.201681,0,0,0,0,0.781513,0,0,
Flowertown,1374,0.271375,0,0,0,0,0.665428,0,0,
Knightsville,1370,0.293919,0,0,0,0,0.648649,0,0,
Clemson,1663,0.131004,0,0,0,0,0.816594,0,0,
Germantown,1492,0.324111,0,0,0,0,0.616601,0,0,
Greenwave,1402,0.454902,0,0,0,0,0.486275,0,0,
Newington,1287,0.246512,0,0,0,0,0.706977,0,0,
Carolina,2084,0.512876,0,0,0,0,0.427039,0,0,
Dorchester,1300,0.329843,0,0,0,0,0.565445,0,0,
Archdale,1376,0.492163,0,0,0,0,0.46395,0,0,
Stallsville,1086,0.247191,0,0,0,0,0.700375,0,0,
Indian Field,641,0.748691,0,0,0,0,0.219895,0,0,
Spann,1381,0.226054,0,0,0,0,0.720307,0,0,
North Summerville,516,0.445783,0,0,0,0,0.53012,0,0,
Tupperway,1001,0.272727,0,0,0,0,0.652406,0,0,
